제목,공연시작일,공연종료일,장르,대관 기업명,구분,공연장,상세 링크
국립현대무용단 [이것은 유희가 아니다],2020-10-16,2020-10-18,무용,재단법인국립현대무용단,대관,CJ 토월극장,https://www.sac.or.kr/site/main/show/show_view?SN=39351
한국리스트협회 제 42회 정기연주회,2020-10-16,2020-10-16,클래식,한국리스트협회,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=40662
양윤정 바이올린 독주회,2020-10-16,2020-10-16,독주,가온클래식,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40836
2020 서울시향 쇼스타코비치 교향곡 1번,2020-10-16,2020-10-16,교향곡,(재)서울시립교향악단,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=39105
바흐솔리스텐서울 마스터피스 시리즈 IX,2020-10-15,2020-10-15,합창,(주)마스트미디어,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=40646
코리안심포니오케스트라 - 고전적; Classical,2020-10-14,2020-10-14,교향곡,(재)국립심포니오케스트라,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=40592
제23회 서울세계무용축제,2020-10-14,2020-10-24,무용,국제무용협회 한국본부,대관,자유소극장,https://www.sac.or.kr/site/main/show/show_view?SN=39359
2020 대한민국 실내악 작곡제전 III,2020-10-14,2020-10-14,실내악,사단법인 한국작곡가협회,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=39199
2020 서울스프링실내악축제 1013,2020-10-13,2020-10-13,클래식,(사)서울스프링실내악축제집행위원회,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=44289
장영광 클라리넷 독주회,2020-10-11,2020-10-11,독주,클래시 라운지,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40832
피아니스트 김유정 초청 리사이틀,2020-10-11,2020-10-11,독주,예인예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=40672
김정림 피아노 독주회,2020-10-10,2020-10-10,독주,이든예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40826
제11회 아카데미 열정과 나눔 정기연주회,2020-10-10,2020-10-10,실내악,예인예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=40690
이마에스트리 우리 가곡 부르는 날,2020-10-10,2020-10-10,합창,사단법인 미래성악포럼,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=40584
김광훈 바이올린 독주회,2020-10-10,2020-10-10,독주,영음예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40828
이철민 귀국 피아노 독주회,2020-10-09,2020-10-09,독주,이든예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40824
2020 대한민국 무용대상,2020-10-09,2020-10-09,,(사)대한무용협회,대관,신세계스퀘어 야외무대,https://www.sac.or.kr/site/main/show/show_view?SN=44497
이연주 오보에 독주회,2020-10-08,2020-10-08,독주,예인예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=44397
한화생명과 함께하는 예술의전당 11시 콘서트(10월),2020-10-08,2020-10-08,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=38916
한국가곡 100주년 기념 - 그리운 20세기 한국가곡,2020-10-08,2020-10-08,성악,(사)밀레니엄심포니오케스트라,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=40644
"앙상블 위로 정기연주회 - 오늘, 프랑스",2020-10-07,2020-10-07,실내악,아트포레,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=40716
비루투오조 트롬본 앙상블 제11회 정기연주회,2020-10-04,2020-10-04,실내악,더블유씨엔코리아주식회사,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=41841
양지윤 귀국 첼로 독주회,2020-10-04,2020-10-04,독주,클래시 라운지,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40994
국립오페라단과 함께하는 '가을밤 콘서트',2020-10-04,2020-10-04,클래식,국립오페라단,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=42050
Parallel World,2020-10-01,2020-10-07,전시,예술의전당,기획,한가람미술관,https://www.sac.or.kr/site/main/show/show_view?SN=44491
소아베 트리오 창단연주회,2020-09-26,2020-09-26,실내악,조인클래식,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40988
박노을 첼로 독주회,2020-09-24,2020-09-24,독주,지클레프,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40982
서울시향 온라인 콘서트 멘델스존 앙상블,2020-09-24,2020-09-24,교향곡,(재)서울시립교향악단,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=39109
[공연취소] 2020 예술의전당 아티스트 라운지 (9월),2020-09-23,2020-09-23,실내악,예술의전당,기획,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=38710
2020 장애인 창작 아트페어,2020-09-22,2020-09-26,전시,사단법인 한국장애예술인협회,대관,한가람미술관,https://www.sac.or.kr/site/main/show/show_view?SN=43567
신세계와 함께하는 2020 예술의전당 토요콘서트(9월),2020-09-19,2020-09-19,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=38934
운지회 체임버 오케스트라 시리즈 XV,2020-09-17,2020-09-17,교향곡,현대문화,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=41553
코리안심포니오케스트라 - 내 손안의 콘서트 XI,2020-09-17,2020-09-17,교향곡,(재)국립심포니오케스트라,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=39145
ACEP2020,2020-09-12,2020-09-27,전시,주식회사 비채아트뮤지엄,대관,한가람미술관,https://www.sac.or.kr/site/main/show/show_view?SN=43565
한화생명과 함께하는 예술의전당 11시 콘서트(9월),2020-09-10,2020-09-10,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=38914
[2020 대한민국오페라페스티벌] 국립오페라단 레드슈즈,2020-09-04,2020-09-05,오페라,국립오페라단,대관,CJ 토월극장,https://www.sac.or.kr/site/main/show/show_view?SN=39349
로맨틱코미디오페라 <춘향 2020>,2020-08-29,2020-09-02,오페라,예술의전당,기획,자유소극장,https://www.sac.or.kr/site/main/show/show_view?SN=44209
[공연취소] 2020 예술의전당 아티스트 라운지 (8월),2020-08-26,2020-08-26,실내악,예술의전당,기획,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=38708
영감중국-그림 너머 그림,2020-08-25,2020-10-22,전시,예술의전당,기획,서울서예박물관,https://www.sac.or.kr/site/main/show/show_view?SN=44223
2020 대한민국 무용대상,2020-08-22,2020-08-22,,(사)대한무용협회,대관,신세계스퀘어 야외무대,https://www.sac.or.kr/site/main/show/show_view?SN=43579
신세계와 함께하는 2020 예술의전당 토요콘서트(8월),2020-08-22,2020-08-22,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=38932
장혜진 귀국 바이올린 독주회,2020-08-20,2020-08-20,독주,예인예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40954
넌버벌 <네 네 네> 2020 예술의전당 어린이 가족 페스티벌,2020-08-19,2020-08-23,아동극,예술의전당,기획,자유소극장,https://www.sac.or.kr/site/main/show/show_view?SN=43370
피아니스트 강정은의 Romantic Story IV ‘Shall we dance”,2020-08-19,2020-08-19,독주,음악교육신문사,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40952
Rendez-vous a Paris / 이정란 음반발매기념 리사이틀,2020-08-19,2020-08-19,독주,주식회사 목프로덕션,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=43475
오케스트라 앙상블 서울 OES의 베토벤 시리즈 IV (2018-2020),2020-08-18,2020-08-18,교향곡,오케스트라 앙상블 서울,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=41423
소프라노 신지연 귀국 독창회,2020-08-18,2020-08-18,성악,예인예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=42304
박은식 피아노 독주회,2020-08-16,2020-08-16,독주,조인클래식,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=43471
박진수 귀국 바이올린 독주회,2020-08-16,2020-08-16,독주,(주)마스트미디어,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40946
라메르에릴 제 15회 정기연주회,2020-08-16,2020-08-16,실내악,지클레프,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=40508
문세희 피아노 독주회-슈베르트 피아노 소나타 전곡 시리즈 Ⅱ,2020-08-15,2020-08-15,독주,지클레프,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40944
오병철 플루트 독주회 French & Tango,2020-08-15,2020-08-15,독주,(주)마스트미디어,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40942
예술인 지원을 위한 예술기부 콘서트_더 클래식: 김장훈,2020-08-15,2020-08-15,,예술의전당,기획,신세계스퀘어 야외무대,https://www.sac.or.kr/site/main/show/show_view?SN=44217
서울챔버앙상블 제69회 정기연주회,2020-08-15,2020-08-15,교향곡,한다우리예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=40648
발트앙상블 Our Story,2020-08-15,2020-08-15,클래식,발트앙상블,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=41541
2020 광복절기념 합창축제,2020-08-15,2020-08-15,합창,(재)국립합창단,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=39137
[2020 대한민국오페라페스티벌] 김선국제오페라단 세빌리아의 이발사,2020-08-14,2020-08-16,오페라,김선국제오페라단,대관,오페라극장,https://www.sac.or.kr/site/main/show/show_view?SN=43513
김혜진 바이올린 독주회,2020-08-14,2020-08-14,독주,지클레프,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=41449
2020 광복절기념 합창축제,2020-08-14,2020-08-14,합창,(재)국립합창단,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=39135
한화생명과 함께하는 예술의전당 11시 콘서트(8월),2020-08-13,2020-08-13,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=38912
"권수미 유지수 피아노 두오 리사이틀-음악이 주는 선물 XVI : “닫힌 세상, 열린 음악”",2020-08-13,2020-08-13,클래식,이든예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40938
2020 해설이있는 청소년음악회'이럴때 이런음악',2020-08-13,2020-08-13,클래식,훈엔터테인먼트,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=40736
드미트리 시쉬킨 피아노 리사이틀,2020-08-12,2020-08-12,독주,또모,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=43469
황소진 첼로 독주회,2020-08-12,2020-08-12,독주,지클레프,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=43447
더 멘즈 콰이어 제12회 정기연주회,2020-08-11,2020-08-11,합창,영음예술기획,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=43415
코리아목관앙상블 2020 정기연주회,2020-08-11,2020-08-11,실내악,(주)코리아나매니지먼트,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=41539
서울클라리넷 앙상블과 함께하는 해설이 있는 청소년 음악회,2020-08-11,2020-08-11,실내악,지클레프,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40934
한화와 함께하는 2020 교향악축제-KBS교향악단(8.10),2020-08-10,2020-08-10,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=43497
원종호 귀국 피아노 독주회,2020-08-09,2020-08-09,독주,예인예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40932
한화와 함께하는 2020 교향악축제-원주시립교향악단(8.9),2020-08-09,2020-08-09,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=41968
유미향 피아노 독주회,2020-08-09,2020-08-09,독주,지클레프,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40930
곽연희 오보에 독주회 - 기다림과 희망,2020-08-09,2020-08-09,실내악,클래시 라운지,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=40478
정상욱 귀국 피아노 독주회,2020-08-08,2020-08-08,독주,조인클래식,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40928
한화와 함께하는 2020 교향악축제-경기필하모닉오케스트라(8.8),2020-08-08,2020-08-08,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=41966
트리오 씰(C.Y.L) 창단연주회,2020-08-08,2020-08-08,실내악,예인예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=40412
노모스 트리오 2020 정기연주회,2020-08-08,2020-08-08,실내악,현대문화,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40926
연극 <레미제라블>,2020-08-07,2020-08-16,연극,유한회사 레미제라블,대관,CJ 토월극장,https://www.sac.or.kr/site/main/show/show_view?SN=43511
함지민 바이올린 독주회,2020-08-07,2020-08-07,독주,지클레프,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=40410
한화와 함께하는 2020 교향악축제-군포프라임필하모닉오케스트라(8.7),2020-08-07,2020-08-07,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=41964
[2020 대한민국오페라페스티벌] 누오바 오페라단 천생연분,2020-08-07,2020-08-09,오페라,NUOVA 오페라단,대관,오페라극장,https://www.sac.or.kr/site/main/show/show_view?SN=43409
윤정인 귀국 오보에 독주회,2020-08-06,2020-08-06,독주,예인예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40922
한화와 함께하는 2020 교향악축제-인천시립교향악단(8.6),2020-08-06,2020-08-06,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=41962
테너 김성현 초청 리사이틀,2020-08-06,2020-08-06,성악,(주)마스트미디어,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=41537
음악으로 듣는 러시아 동화이야기: 호두까기인형and 피터와늑대,2020-08-05,2020-08-05,실내악,뮤직클레프,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=40408
한화와 함께하는 2020 교향악축제-청주시립교향악단(8.5),2020-08-05,2020-08-05,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=41960
최현아 피아노 독주회,2020-08-05,2020-08-05,독주,아투즈컴퍼니,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=40920
한화와 함께하는 2020 교향악축제-강남심포니오케스트라(8.4),2020-08-04,2020-08-04,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=41958
한화와 함께하는 2020 교향악축제-강릉시립교향악단(8.3),2020-08-03,2020-08-03,교향곡,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=43495
